target_id,timestamp,field,source_value,decoded_value,protocol_code,flag_bit,absolute_error,tolerance,passed
ad35c8,1786673154,lat,45.9506,45.95060728802855,3167878,0,7.288028548657621e-06,4.2915354470099084e-05,True
ad35c8,1786673154,lon,11.2781,11.278112239387553,2228551,1,1.2239387553236725e-05,8.583070894019817e-05,True
ad35c8,1786673154,altitude,13716.0,13716.0,14716,2,0.0,1.0,True
ad35c8,1786673154,speed,255.47,255.5,2555,3,0.030000000000001137,0.1,True
ad35c8,1786673154,heading,118.11,118.11,11811,4,0.0,0.01,True
ad35c8,1786673154,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
3889ff,1786673155,lat,45.7174,45.71740525183802,3162444,0,5.2518380186938884e-06,4.2915354470099084e-05,True
3889ff,1786673155,lon,5.0917,5.091692231104901,2156474,1,7.768895099680151e-06,8.583070894019817e-05,True
3889ff,1786673155,altitude,,,0,2,,1.0,True
3889ff,1786673155,speed,5.66,5.7,57,3,0.040000000000000036,0.1,True
3889ff,1786673155,heading,171.56,171.56,17156,4,0.0,0.01,True
3889ff,1786673155,vertical_rate,,,0,5,,0.01,True
4b17fd,1786673098,lat,47.4443,47.44431911571482,3202684,0,1.9115714820827634e-05,4.2915354470099084e-05,True
4b17fd,1786673098,lon,8.5674,8.567406789638227,2196969,1,6.789638227644446e-06,8.583070894019817e-05,True
4b17fd,1786673098,altitude,,,0,2,,1.0,True
4b17fd,1786673098,speed,0.26,0.30000000000000004,3,3,0.040000000000000036,0.1,True
4b17fd,1786673098,heading,244.69,244.69,24469,4,0.0,0.01,True
4b17fd,1786673098,vertical_rate,,,0,5,,0.01,True
a48850,1786673159,lat,48.3811,48.381118388442616,3224513,0,1.8388442612149447e-05,4.2915354470099084e-05,True
a48850,1786673159,lon,9.4818,9.481761331978134,2207622,1,3.8668021865362334e-05,8.583070894019817e-05,True
a48850,1786673159,altitude,11887.2,11887.0,12887,2,0.2000000000007276,1.0,True
a48850,1786673159,speed,241.82,241.8,2418,3,0.01999999999998181,0.1,True
a48850,1786673159,heading,152.78,152.78,15278,4,0.0,0.01,True
a48850,1786673159,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
896175,1786673159,lat,45.5396,45.539606938268406,3158301,0,6.938268406031511e-06,4.2915354470099084e-05,True
896175,1786673159,lon,5.0616,5.061565652266893,2156123,1,3.434773310750927e-05,8.583070894019817e-05,True
896175,1786673159,altitude,10972.8,10973.0,11973,2,0.2000000000007276,1.0,True
896175,1786673159,speed,255.67,255.70000000000002,2557,3,0.03000000000002956,0.1,True
896175,1786673159,heading,110.0,110.0,11000,4,0.0,0.01,True
896175,1786673159,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
3849ff,1786673159,lat,47.5871,47.58709850003683,3206011,0,1.4999631687828696e-06,4.2915354470099084e-05,True
3849ff,1786673159,lon,7.5312,7.5311726406032165,2184896,1,2.7359396783666057e-05,8.583070894019817e-05,True
3849ff,1786673159,altitude,,,0,2,,1.0,True
3849ff,1786673159,speed,18.52,18.5,185,3,0.019999999999999574,0.1,True
3849ff,1786673159,heading,334.69,334.69,33469,4,0.0,0.01,True
3849ff,1786673159,vertical_rate,,,0,5,,0.01,True
407fac,1786673158,lat,48.9207,48.92069314019517,3237086,0,6.859804827286098e-06,4.2915354470099084e-05,True
407fac,1786673158,lon,9.0286,9.028575188773914,2202342,1,2.481122608699593e-05,8.583070894019817e-05,True
407fac,1786673158,altitude,11582.4,11582.0,12582,2,0.3999999999996362,1.0,True
407fac,1786673158,speed,228.42,228.4,2284,3,0.01999999999998181,0.1,True
407fac,1786673158,heading,300.9,300.90000000000003,30090,4,5.684341886080802e-14,0.01,True
407fac,1786673158,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
3c815e,1786673142,lat,48.6854,48.6853882516356,3231603,0,1.1748364400432365e-05,4.2915354470099084e-05,True
3c815e,1786673142,lon,9.2005,9.200494098781121,2204345,1,5.901218878889836e-06,8.583070894019817e-05,True
3c815e,1786673142,altitude,,,0,2,,1.0,True
3c815e,1786673142,speed,1.29,1.3,13,3,0.010000000000000009,0.1,True
3c815e,1786673142,heading,70.31,70.31,7031,4,0.0,0.01,True
3c815e,1786673142,vertical_rate,,,0,5,,0.01,True
7c8066,1786673159,lat,49.3929,49.39289078542964,3248089,0,9.214570354743046e-06,4.2915354470099084e-05,True
7c8066,1786673159,lon,11.6172,11.617229370410314,2232502,1,2.9370410313589446e-05,8.583070894019817e-05,True
7c8066,1786673159,altitude,12184.38,12184.0,13184,2,0.37999999999919964,1.0,True
7c8066,1786673159,speed,244.2,244.20000000000002,2442,3,2.842170943040401e-14,0.1,True
7c8066,1786673159,heading,293.59,293.59000000000003,29359,4,5.684341886080802e-14,0.01,True
7c8066,1786673159,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
45ce47,1786673160,lat,48.5472,48.54720081024189,3228383,0,8.102418931343891e-07,4.2915354470099084e-05,True
45ce47,1786673160,lon,6.2991,6.299072813766685,2170541,1,2.718623331521286e-05,8.583070894019817e-05,True
45ce47,1786673160,altitude,11887.2,11887.0,12887,2,0.2000000000007276,1.0,True
45ce47,1786673160,speed,233.64,233.60000000000002,2336,3,0.03999999999996362,0.1,True
45ce47,1786673160,heading,181.51,181.51,18151,4,0.0,0.01,True
45ce47,1786673160,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
3c5434,1786673159,lat,45.7476,45.747617661384965,3163148,0,1.7661384966061178e-05,4.2915354470099084e-05,True
3c5434,1786673159,lon,8.7767,8.776662058034418,2199407,1,3.79419655818225e-05,8.583070894019817e-05,True
3c5434,1786673159,altitude,3398.52,3399.0,4399,2,0.4800000000000182,1.0,True
3c5434,1786673159,speed,176.54,176.5,1765,3,0.03999999999999204,0.1,True
3c5434,1786673159,heading,148.95,148.95000000000002,14895,4,2.842170943040401e-14,0.01,True
3c5434,1786673159,vertical_rate,-6.5,-6.5,32118,5,0.0,0.01,True
4b5d62,1786673156,lat,47.4577,47.45770870630949,3202996,0,8.706309486683494e-06,4.2915354470099084e-05,True
4b5d62,1786673156,lon,8.5625,8.562514439228636,2196912,1,1.443922863586522e-05,8.583070894019817e-05,True
4b5d62,1786673156,altitude,,,0,2,,1.0,True
4b5d62,1786673156,speed,2.83,2.8000000000000003,28,3,0.029999999999999805,0.1,True
4b5d62,1786673156,heading,272.81,272.81,27281,4,0.0,0.01,True
4b5d62,1786673156,vertical_rate,,,0,5,,0.01,True
4b5d54,1786673159,lat,47.4581,47.45809494449972,3203005,0,5.055500281514469e-06,4.2915354470099084e-05,True
4b5d54,1786673159,lon,8.5499,8.549897325014427,2196765,1,2.674985571715638e-06,8.583070894019817e-05,True
4b5d54,1786673159,altitude,,,0,2,,1.0,True
4b5d54,1786673159,speed,4.12,4.1000000000000005,41,3,0.019999999999999574,0.1,True
4b5d54,1786673159,heading,275.62,275.62,27562,4,0.0,0.01,True
4b5d54,1786673159,vertical_rate,,,0,5,,0.01,True
4b5d6e,1786673158,lat,47.441,47.44101463342062,3202607,0,1.4633420619247772e-05,4.2915354470099084e-05,True
4b5d6e,1786673158,lon,8.5624,8.562428608519696,2196911,1,2.8608519695438872e-05,8.583070894019817e-05,True
4b5d6e,1786673158,altitude,,,0,2,,1.0,True
4b5d6e,1786673158,speed,2.83,2.8000000000000003,28,3,0.029999999999999805,0.1,True
4b5d6e,1786673158,heading,154.69,154.69,15469,4,0.0,0.01,True
4b5d6e,1786673158,vertical_rate,,,0,5,,0.01,True
4b5c39,1786673156,lat,47.458,47.45800911379078,3203003,0,9.113790781611897e-06,4.2915354470099084e-05,True
4b5c39,1786673156,lon,8.5502,8.550240647850188,2196769,1,4.064785018798034e-05,8.583070894019817e-05,True
4b5c39,1786673156,altitude,,,0,2,,1.0,True
4b5c39,1786673156,speed,4.37,4.4,44,3,0.03000000000000025,0.1,True
4b5c39,1786673156,heading,275.62,275.62,27562,4,0.0,0.01,True
4b5c39,1786673156,vertical_rate,,,0,5,,0.01,True
4b5c1b,1786673154,lat,47.4568,47.45680748386562,3202975,0,7.483865616109142e-06,4.2915354470099084e-05,True
4b5c1b,1786673154,lon,8.5628,8.562771931355456,2196915,1,2.8068644542855736e-05,8.583070894019817e-05,True
4b5c1b,1786673154,altitude,,,0,2,,1.0,True
4b5c1b,1786673154,speed,0.06,0.1,1,3,0.04000000000000001,0.1,True
4b5c1b,1786673154,heading,208.12,208.12,20812,4,0.0,0.01,True
4b5c1b,1786673154,vertical_rate,,,0,5,,0.01,True
440b61,1786673159,lat,49.4601,49.46009623052984,3249655,0,3.769470154679766e-06,4.2915354470099084e-05,True
440b61,1786673159,lon,5.0066,5.006633998545169,2155483,1,3.399854516938916e-05,8.583070894019817e-05,True
440b61,1786673159,altitude,10873.74,10874.0,11874,2,0.2600000000002183,1.0,True
440b61,1786673159,speed,232.46,232.5,2325,3,0.03999999999999204,0.1,True
440b61,1786673159,heading,35.91,35.910000000000004,3591,4,7.105427357601002e-15,0.01,True
440b61,1786673159,vertical_rate,5.53,5.529999999999973,33321,5,2.7533531010703882e-14,0.01,True
48ea3a,1786673159,lat,47.9002,47.900208926250684,3213307,0,8.92625068615871e-06,4.2915354470099084e-05,True
48ea3a,1786673159,lon,8.0776,8.077570933716487,2191262,1,2.906628351340146e-05,8.583070894019817e-05,True
48ea3a,1786673159,altitude,10972.8,10973.0,11973,2,0.2000000000007276,1.0,True
48ea3a,1786673159,speed,229.54,229.5,2295,3,0.03999999999999204,0.1,True
48ea3a,1786673159,heading,225.45,225.45000000000002,22545,4,2.842170943040401e-14,0.01,True
48ea3a,1786673159,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
424cbf,1786673159,lat,46.8917,46.891698096203356,3189807,0,1.90379664388729e-06,4.2915354470099084e-05,True
424cbf,1786673159,lon,11.2404,11.240432558162809,2228112,1,3.255816280933743e-05,8.583070894019817e-05,True
424cbf,1786673159,altitude,9845.04,9845.0,10845,2,0.040000000000873115,1.0,True
424cbf,1786673159,speed,244.63,244.60000000000002,2446,3,0.029999999999972715,0.1,True
424cbf,1786673159,heading,222.78,222.78,22278,4,0.0,0.01,True
424cbf,1786673159,vertical_rate,-8.78,-8.779999999999973,31890,5,2.6645352591003757e-14,0.01,True
a61c53,1786673158,lat,49.385,49.384994360207145,3247905,0,5.639792853173731e-06,4.2915354470099084e-05,True
a61c53,1786673158,lon,10.8196,10.819604592229012,2223209,1,4.592229013056226e-06,8.583070894019817e-05,True
a61c53,1786673158,altitude,10363.2,10363.0,11363,2,0.2000000000007276,1.0,True
a61c53,1786673158,speed,243.05,243.10000000000002,2431,3,0.05000000000001137,0.1,True
a61c53,1786673158,heading,288.51,288.51,28851,4,0.0,0.01,True
a61c53,1786673158,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
8966d5,1786673159,lat,47.8892,47.88917968015187,3213050,0,2.031984813299914e-05,4.2915354470099084e-05,True
8966d5,1786673159,lon,7.6044,7.604386235329201,2185749,1,1.3764670798721568e-05,8.583070894019817e-05,True
8966d5,1786673159,altitude,11277.6,11278.0,12278,2,0.3999999999996362,1.0,True
8966d5,1786673159,speed,259.77,259.8,2598,3,0.03000000000002956,0.1,True
8966d5,1786673159,heading,103.98,103.98,10398,4,0.0,0.01,True
8966d5,1786673159,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
4d253b,1786673159,lat,46.5431,46.54309667184273,3181684,0,3.328157269777421e-06,4.2915354470099084e-05,True
4d253b,1786673159,lon,5.7885,5.788465926281418,2164592,1,3.4073718581772994e-05,8.583070894019817e-05,True
4d253b,1786673159,altitude,11277.6,11278.0,12278,2,0.3999999999996362,1.0,True
4d253b,1786673159,speed,225.32,225.3,2253,3,0.01999999999998181,0.1,True
4d253b,1786673159,heading,198.23,198.23000000000002,19823,4,2.842170943040401e-14,0.01,True
4d253b,1786673159,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
45b534,1786673158,lat,48.7235,48.723497086405075,3232491,0,2.9135949262126815e-06,4.2915354470099084e-05,True
45b534,1786673158,lon,9.4611,9.461076131123548,2207381,1,2.3868876452226573e-05,8.583070894019817e-05,True
45b534,1786673158,altitude,11582.4,11582.0,12582,2,0.3999999999996362,1.0,True
45b534,1786673158,speed,222.93,222.9,2229,3,0.030000000000001137,0.1,True
45b534,1786673158,heading,302.37,302.37,30237,4,0.0,0.01,True
45b534,1786673158,vertical_rate,-0.33,-0.3299999999999841,32735,5,1.5931700403370996e-14,0.01,True
4d240c,1786673159,lat,49.2407,49.24071293847868,3244543,0,1.2938478683111043e-05,4.2915354470099084e-05,True
4d240c,1786673159,lon,10.6218,10.621764808121867,2220904,1,3.519187813338931e-05,8.583070894019817e-05,True
4d240c,1786673159,altitude,5242.56,5243.0,6243,2,0.4399999999995998,1.0,True
4d240c,1786673159,speed,192.03,192.0,1920,3,0.030000000000001137,0.1,True
4d240c,1786673159,heading,248.8,248.8,24880,4,0.0,0.01,True
4d240c,1786673159,vertical_rate,9.43,9.430000000000007,33711,5,7.105427357601002e-15,0.01,True
ad35c8,1786673159,lat,45.9448,45.94481371517509,3167743,0,1.3715175086304043e-05,4.2915354470099084e-05,True
ad35c8,1786673159,lon,11.2937,11.293733428414669,2228733,1,3.34284146692454e-05,8.583070894019817e-05,True
ad35c8,1786673159,altitude,13716.0,13716.0,14716,2,0.0,1.0,True
ad35c8,1786673159,speed,255.71,255.70000000000002,2557,3,0.009999999999990905,0.1,True
ad35c8,1786673159,heading,118.21,118.21000000000001,11821,4,1.4210854715202004e-14,0.01,True
ad35c8,1786673159,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
3889ff,1786673159,lat,45.7172,45.717190675065666,3162439,0,9.324934332255452e-06,4.2915354470099084e-05,True
3889ff,1786673159,lon,5.0918,5.091778061813841,2156475,1,2.1938186159253803e-05,8.583070894019817e-05,True
3889ff,1786673159,altitude,,,0,2,,1.0,True
3889ff,1786673159,speed,7.2,7.2,72,3,0.0,0.1,True
3889ff,1786673159,heading,168.75,168.75,16875,4,0.0,0.01,True
3889ff,1786673159,vertical_rate,,,0,5,,0.01,True
4b17fd,1786673098,lat,47.4443,47.44431911571482,3202684,0,1.9115714820827634e-05,4.2915354470099084e-05,True
4b17fd,1786673098,lon,8.5674,8.567406789638227,2196969,1,6.789638227644446e-06,8.583070894019817e-05,True
4b17fd,1786673098,altitude,,,0,2,,1.0,True
4b17fd,1786673098,speed,0.06,0.1,1,3,0.04000000000000001,0.1,True
4b17fd,1786673098,heading,244.69,244.69,24469,4,0.0,0.01,True
4b17fd,1786673098,vertical_rate,,,0,5,,0.01,True
a48850,1786673173,lat,48.3537,48.353695476936224,3223874,0,4.523063779515724e-06,4.2915354470099084e-05,True
a48850,1786673173,lon,9.5029,9.502875686377479,2207868,1,2.4313622521532352e-05,8.583070894019817e-05,True
a48850,1786673173,altitude,11894.82,11895.0,12895,2,0.18000000000029104,1.0,True
a48850,1786673173,speed,241.82,241.8,2418,3,0.01999999999998181,0.1,True
a48850,1786673173,heading,152.78,152.78,15278,4,0.0,0.01,True
a48850,1786673173,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
896175,1786673173,lat,45.5287,45.528706438233,3158047,0,6.438233000949367e-06,4.2915354470099084e-05,True
896175,1786673173,lon,5.104,5.103966022483348,2156617,1,3.397751665179527e-05,8.583070894019817e-05,True
896175,1786673173,altitude,10972.8,10973.0,11973,2,0.2000000000007276,1.0,True
896175,1786673173,speed,255.67,255.70000000000002,2557,3,0.03000000000002956,0.1,True
896175,1786673173,heading,110.0,110.0,11000,4,0.0,0.01,True
896175,1786673173,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
3849ff,1786673173,lat,47.5896,47.589587590596096,3206069,0,1.2409403900903726e-05,4.2915354470099084e-05,True
3849ff,1786673173,lon,7.5295,7.529541857133353,2184877,1,4.185713335314034e-05,8.583070894019817e-05,True
3849ff,1786673173,altitude,,,0,2,,1.0,True
3849ff,1786673173,speed,22.12,22.1,221,3,0.019999999999999574,0.1,True
3849ff,1786673173,heading,334.69,334.69,33469,4,0.0,0.01,True
3849ff,1786673173,vertical_rate,,,0,5,,0.01,True
407fac,1786673172,lat,48.9357,48.9357135142597,3237436,0,1.3514259705971199e-05,4.2915354470099084e-05,True
407fac,1786673172,lon,8.9906,8.990638015422348,2201900,1,3.8015422347825734e-05,8.583070894019817e-05,True
407fac,1786673172,altitude,11582.4,11582.0,12582,2,0.3999999999996362,1.0,True
407fac,1786673172,speed,228.42,228.4,2284,3,0.01999999999998181,0.1,True
407fac,1786673172,heading,300.9,300.90000000000003,30090,4,5.684341886080802e-14,0.01,True
407fac,1786673172,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
3c815e,1786673173,lat,48.6862,48.68620364337053,3231622,0,3.643370533268353e-06,4.2915354470099084e-05,True
3c815e,1786673173,lon,9.2024,9.202382374377805,2204367,1,1.7625622195538426e-05,8.583070894019817e-05,True
3c815e,1786673173,altitude,,,0,2,,1.0,True
3c815e,1786673173,speed,5.66,5.7,57,3,0.040000000000000036,0.1,True
3c815e,1786673173,heading,73.12,73.12,7312,4,0.0,0.01,True
3c815e,1786673173,vertical_rate,,,0,5,,0.01,True
7c8066,1786673173,lat,49.405,49.40499291539024,3248371,0,7.084609762841865e-06,4.2915354470099084e-05,True
7c8066,1786673173,lon,11.5747,11.574657338775921,2232006,1,4.2661224078699433e-05,8.583070894019817e-05,True
7c8066,1786673173,altitude,12184.38,12184.0,13184,2,0.37999999999919964,1.0,True
7c8066,1786673173,speed,243.99,244.0,2440,3,0.009999999999990905,0.1,True
7c8066,1786673173,heading,293.48,293.48,29348,4,0.0,0.01,True
7c8066,1786673173,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
45ce47,1786673173,lat,48.5185,48.518490438101395,3227714,0,9.561898608012598e-06,4.2915354470099084e-05,True
45ce47,1786673173,lon,6.298,6.298042845259403,2170529,1,4.284525940256856e-05,8.583070894019817e-05,True
45ce47,1786673173,altitude,11887.2,11887.0,12887,2,0.2000000000007276,1.0,True
45ce47,1786673173,speed,233.65,233.70000000000002,2337,3,0.05000000000001137,0.1,True
45ce47,1786673173,heading,181.64,181.64000000000001,18164,4,2.842170943040401e-14,0.01,True
45ce47,1786673173,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
3c5434,1786673173,lat,45.7287,45.72869199006365,3162707,0,8.009936351527358e-06,4.2915354470099084e-05,True
3c5434,1786673173,lon,8.7918,8.79176826280792,2199583,1,3.173719207971715e-05,8.583070894019817e-05,True
3c5434,1786673173,altitude,3314.7,3315.0,4315,2,0.3000000000001819,1.0,True
3c5434,1786673173,speed,167.29,167.3,1673,3,0.010000000000019327,0.1,True
3c5434,1786673173,heading,152.33,152.33,15233,4,0.0,0.01,True
3c5434,1786673173,vertical_rate,-5.85,-5.850000000000023,32183,5,2.3092638912203256e-14,0.01,True
4b5d62,1786673173,lat,47.4578,47.45779453701843,3202998,0,5.462981569337444e-06,4.2915354470099084e-05,True
4b5d62,1786673173,lon,8.5619,8.561913624266055,2196905,1,1.36242660548902e-05,8.583070894019817e-05,True
4b5d62,1786673173,altitude,,,0,2,,1.0,True
4b5d62,1786673173,speed,2.57,2.6,26,3,0.03000000000000025,0.1,True
4b5d62,1786673173,heading,275.62,275.62,27562,4,0.0,0.01,True
4b5d62,1786673173,vertical_rate,,,0,5,,0.01,True
4b5d54,1786673173,lat,47.4582,47.45818077520866,3203007,0,1.9224791337535407e-05,4.2915354470099084e-05,True
4b5d54,1786673173,lon,8.5491,8.549124848633966,2196756,1,2.4848633966456646e-05,8.583070894019817e-05,True
4b5d54,1786673173,altitude,,,0,2,,1.0,True
4b5d54,1786673173,speed,4.37,4.4,44,3,0.03000000000000025,0.1,True
4b5d54,1786673173,heading,278.44,278.44,27844,4,0.0,0.01,True
4b5d54,1786673173,vertical_rate,,,0,5,,0.01,True
4b5d6e,1786673163,lat,47.4409,47.44088588735721,3202604,0,1.4112642787722507e-05,4.2915354470099084e-05,True
4b5d6e,1786673163,lon,8.5624,8.562428608519696,2196911,1,2.8608519695438872e-05,8.583070894019817e-05,True
4b5d6e,1786673163,altitude,,,0,2,,1.0,True
4b5d6e,1786673163,speed,2.57,2.6,26,3,0.03000000000000025,0.1,True
4b5d6e,1786673163,heading,219.38,219.38,21938,4,0.0,0.01,True
4b5d6e,1786673163,vertical_rate,,,0,5,,0.01,True
4b5c39,1786673173,lat,47.4579,47.45788036772737,3203000,0,1.963227263246381e-05,4.2915354470099084e-05,True
4b5c39,1786673173,lon,8.549,8.549039017925026,2196755,1,3.90179250260303e-05,8.583070894019817e-05,True
4b5c39,1786673173,altitude,,,0,2,,1.0,True
4b5c39,1786673173,speed,4.89,4.9,49,3,0.010000000000000675,0.1,True
4b5c39,1786673173,heading,247.5,247.5,24750,4,0.0,0.01,True
4b5c39,1786673173,vertical_rate,,,0,5,,0.01,True
4b5c1b,1786673172,lat,47.4568,47.45680748386562,3202975,0,7.483865616109142e-06,4.2915354470099084e-05,True
4b5c1b,1786673172,lon,8.5628,8.562771931355456,2196915,1,2.8068644542855736e-05,8.583070894019817e-05,True
4b5c1b,1786673172,altitude,,,0,2,,1.0,True
4b5c1b,1786673172,speed,0.0,0.0,0,3,0.0,0.1,True
4b5c1b,1786673172,heading,118.12,118.12,11812,4,0.0,0.01,True
4b5c1b,1786673172,vertical_rate,,,0,5,,0.01,True
